raw_comp_writers_text,CLEAN_TEXT,normalized_text
K. Hedge/T. Alford/J. Milan,K. Hedge/T. Alford/J. Milan,K. Hedge/T. Alford/J. Milan
Алтынбек Қоразбаев & Серікбай Оспанов,,
Set Da Trend,Set Da Trend,Set Da Trend
Nicole Murdock,Nicole Murdock,Nicole Murdock
Mr.4/Tay610,,Mr.4
Ralph Blane/Hugh Martin,Ralph Blane/Hugh Martin,Ralph Blane/Hugh Martin
Romell Morris/Rickie Carley,Romell Morris/Rickie Carley,Romell Morris/Rickie Carley
"<Unknown>/Cruz, Anthony",Cruz/Anthony,Cruz/Anthony
"Edgar Farinas,Del the Funky Homosapien,Mr. Lif",Edgar Farinas/Del the Funky Homosapien/Mr. Lif,Edgar Farinas/Del the Funky Homosapien/Mr. Lif
Nathaniel Ndianaabasi Bassey,Nathaniel Ndianaabasi Bassey,Nathaniel Ndianaabasi Bassey
Hernan Cattaneo & John Tonks,Hernan Cattaneo/John Tonks,Hernan Cattaneo/John Tonks
Marcyelle Sandtroy Smith,Marcyelle Sandtroy Smith,Marcyelle Sandtroy Smith
Dave Barton,Dave Barton,Dave Barton
Djordje Balasevic,Djordje Balasevic,Djordje Balasevic
Jaden Hossler/Travis Barker/Andrew Goldstein,Jaden Hossler/Travis Barker/Andrew Goldstein,Jaden Hossler/Travis Barker/Andrew Goldstein
Andrew Synowiec/Frederick Jason Kron,Andrew Synowiec/Frederick Jason Kron,Andrew Synowiec/Frederick Jason Kron
#UNKNOWN#,,
"Loki Rothman, Zander Tyler, Earl Henri Swartz & Charl Van Der westhuizen",Loki Rothman/Zander Tyler/Earl Henri Swartz/Charl Van Der westhuizen,Loki Rothman/Zander Tyler/Earl Henri Swartz/Charl Van Der westhuizen
Nigel Walker/Miguel Conejo Torres,Nigel Walker/Miguel Conejo Torres,Nigel Walker/Miguel Conejo Torres
"Jadakiss,Kokane,Kartoon (USA)",Jadakiss/Kokane/Kartoon (USA),Jadakiss/Kokane/Kartoon
Flub,Flub,Flub
ASKERZ,ASKERZ,ASKERZ
Surinder Sehaj/M.S.Bairagi,Surinder Sehaj/M.S.Bairagi,Surinder Sehaj/M.S.Bairagi
"Neal/Payne/Greenlee/Midnight Creeper Music, 205 Lake Blvd, Sanford, FL 32773/Kenny Neal dba Booga Music, 610 Chimalus Dr., Palo Alto, CA 94306/Face The Music Prod., dba Booga Dooga Music, 17 Warren St. #3, New York, NY 1000",Neal/Payne/Greenlee,Neal/Payne/Greenlee/Midnight Creeper Music/205 Lake Blvd/Sanford/FL 32773/Kenny Neal dba Booga Music/610 Chimalus Dr./Palo Alto/CA 94306/Face The Music Prod./dba Booga Dooga Music/17 Warren St. #3/New York/NY 1000
Diana Krall/Tommy LiPuma/Elvis Costello,Diana Krall/Tommy LiPuma/Elvis Costello,Diana Krall/Tommy LiPuma/Elvis Costello
Azra Yünlü,Azra Yünlü,Azra Yünlü
Rohan Raj & Mostafa Kamal,Rohan Raj/Mostafa Kamal,Rohan Raj/Mostafa Kamal
Nonoy Tan,Nonoy Tan,Nonoy Tan
Guillermo Rosete,Guillermo Rosete,Guillermo Rosete
Aristotle Abraham & Aristotle M Abraham II,,Aristotle Abraham/Aristotle M Abraham II
A$AP Twelvyy,A$AP Twelvyy,A$AP Twelvyy
Hans Bouwens,Hans Bouwens,Hans Bouwens
"Harold Arlen,Johnny Mercer",Harold Arlen/Johnny Mercer,Harold Arlen/Johnny Mercer
Gato Preto/FPS Music Digital/Bonde do Gato Preto,Bonde do Gato Preto,Gato Preto/FPS Music Digital/Bonde do Gato Preto
Moraleda/E. Llovet/J. Arminan/J.M. Forque,Moraleda/E. Llovet/J. Arminan/J.M. Forque,Moraleda/E. Llovet/J. Arminan/J.M. Forque
Mauricio Garza/Alan Alejandro Maldonado Tamez,Mauricio Garza/Alan Alejandro Maldonado Tamez,Mauricio Garza/Alan Alejandro Maldonado Tamez
Sammy Hagar/Geoff Workman,Sammy Hagar/Geoff Workman,Sammy Hagar/Geoff Workman
Jay Semko,Jay Semko,Jay Semko
Takafumi Nagasawa,Takafumi Nagasawa,Takafumi Nagasawa
Darius Londell Whitfield,Darius Londell Whitfield,Darius Londell Whitfield
Fabrizio Aiello/Riccardo Cundari,Fabrizio Aiello/Riccardo Cundari,Fabrizio Aiello/Riccardo Cundari
Tony G./S. Reyes/T. Gonzalez,Tony G./S. Reyes/T. Gonzalez,Tony G./S. Reyes/T. Gonzalez
Fat Freddy’s Drop,,Fat Freddy’s Drop
Kevin Burton/Isaac Brenton Poe,Kevin Burton/Isaac Brenton Poe,Kevin Burton/Isaac Brenton Poe
Marco Cella,Marco Cella,Marco Cella
"Mersed Hadžić,Dejan Kostić",Mersed Hadžić/Dejan Kostić,Mersed Hadžić/Dejan Kostić
Daniel Adam Brandman,Daniel Adam Brandman,Daniel Adam Brandman
Lee Jin Ah,Lee Jin Ah,Lee Jin Ah
Tom James/Troy Martin,Tom James/Troy Martin,Tom James/Troy Martin
Dale North,Dale North,Dale North
Desire/Gangstamadeit/Takura Shonhai/Jungle Entertainment Ventures,Desire/Gangstamadeit/Takura Shonhai,Desire/Gangstamadeit/Takura Shonhai/Jungle Entertainment Ventures
"Damaso Perez Prado, Alberto Ruiz & Mario Uvera",Damaso Perez Prado/Alberto Ruiz/Mario Uvera,Damaso Perez Prado/Alberto Ruiz/Mario Uvera
Tony Shhnow,Tony Shhnow,Tony Shhnow
A Letter Of Hearing,A Letter Of Hearing,A Letter Of Hearing
S.V.Parkhomenko/Serega & VVZH,,S.V.Parkhomenko/Serega/VVZH
David Banner,David Banner,David Banner
Wolfgang Lenk / Alfonso Liguori,Wolfgang Lenk /Alfonso Liguori,Wolfgang Lenk/Alfonso Liguori
Lukas Bilz/SYYK Publishing Inh. Christian Legno,Lukas Bilz,Lukas Bilz/SYYK Publishing Inh. Christian Legno
Sami Berhane,Sami Berhane,Sami Berhane
Lotar Olias/Traditional/Hermann Kletke/Franz-Josef Breuer,Lotar Olias/Hermann Kletke/Franz-Josef Breuer,Lotar Olias/Hermann Kletke/Franz-Josef Breuer
松枝賀子/江口貴勅,,
Olaf Lenk,Olaf Lenk,Olaf Lenk
James Kirk,James Kirk,James Kirk
Kevin Essett/Aaron Gilmore,Kevin Essett/Aaron Gilmore,Kevin Essett/Aaron Gilmore
Ray Parker Jr.,Ray Parker Jr.,Ray Parker Jr.
"Jordan Schmidt,Josh Hoge,Kane Brown,Matt McGinn",Jordan Schmidt/Josh Hoge/Kane Brown/Matt McGinn,Jordan Schmidt/Josh Hoge/Kane Brown/Matt McGinn
GAYE  MARVIN/WRITER UNKNOWN,GAYE  MARVIN,GAYE  MARVIN
pre-holder,pre-holder,pre-holder
Jose Angel Ledezma/Los Elegidos De La Banda De Zacoalco De Torres.,,Jose Angel Ledezma/Los Elegidos De La Banda De Zacoalco De Torres.
D.Stojkovic Bosanac,D.Stojkovic Bosanac,D.Stojkovic Bosanac
Joshua Hamilton & Lil Darkie,Joshua Hamilton/Lil Darkie,Joshua Hamilton/Lil Darkie
Chuck E. Weiss,,Chuck E. Weiss
Mandi Classic,Mandi Classic,Mandi Classic
Erik da Silva Medeiros & Ronald Silva Pinheiro,Erik da Silva Medeiros/Ronald Silva Pinheiro,Erik da Silva Medeiros/Ronald Silva Pinheiro
Jon Kong/Hayley May/Ultra Music Publishing Europe,Jon Kong/Hayley May,Jon Kong/Hayley May/Ultra Music Publishing Europe
BTB Savage,BTB Savage,BTB Savage
Jaan Nisar Akhtar/O. P. Nayyar,,Jaan Nisar Akhtar/O. P. Nayyar
David Restivo/Jocelyn Barth/Duke Ellington,David Restivo/Jocelyn Barth/Duke Ellington,David Restivo/Jocelyn Barth/Duke Ellington
Indeewar/Sajid Wajid/Bappi Lahiri/Tarun Makhijani,Indeewar/Sajid Wajid/Bappi Lahiri/Tarun Makhijani,Indeewar/Sajid Wajid/Bappi Lahiri/Tarun Makhijani
Kate Bold,Kate Bold,Kate Bold
Dennis Emanuel Brown,Dennis Emanuel Brown,Dennis Emanuel Brown
Roderick Thomas,Roderick Thomas,Roderick Thomas
Andrew Frampton/Steve Kipner/David Frank,Andrew Frampton/Steve Kipner/David Frank,Andrew Frampton/Steve Kipner/David Frank
Tagore Suassuna/João Cavalcanti,Tagore Suassuna/João Cavalcanti,Tagore Suassuna/João Cavalcanti
Jerry Goldsmith,Jerry Goldsmith,Jerry Goldsmith
GOLDSMITH  JERRY/WILDER  MATTHEW/ZIPPEL  DAVID JOEL,GOLDSMITH  JERRY/WILDER  MATTHEW/ZIPPEL  DAVID JOEL,GOLDSMITH  JERRY/WILDER  MATTHEW/ZIPPEL  DAVID JOEL
Gregory Bruno/Gregory Christopher/Joseph Cartegena/Larry Troutman/MAKEBA RIDDICK/Mark Rooney/William Beck,Gregory Bruno/Gregory Christopher/Joseph Cartegena/Larry Troutman/MAKEBA RIDDICK/Mark Rooney/William Beck,Gregory Bruno/Gregory Christopher/Joseph Cartegena/Larry Troutman/MAKEBA RIDDICK/Mark Rooney/William Beck
Andrew Rayel,Andrew Rayel,Andrew Rayel
B THOM,B THOM,B THOM
Yoshimi Hishida/Phillip Buckley,Yoshimi Hishida/Phillip Buckley,Yoshimi Hishida/Phillip Buckley
PEKLINSKY WILLIAM E,,PEKLINSKY WILLIAM E
Rainer Brock/Béla Bartók,Rainer Brock/Béla Bartók,Rainer Brock/Béla Bartók
Dean Richardson/Tom Green/Alex Monty/Tom Hutton,Dean Richardson/Tom Green/Alex Monty/Tom Hutton,Dean Richardson/Tom Green/Alex Monty/Tom Hutton
유찬영/유한진/유영진,,
Ben Jorgensen,,Ben Jorgensen
Lê Minh Bằng,Lê Minh Bằng,Lê Minh Bằng
Jovica Storer,Jovica Storer,Jovica Storer
Chris Alder/Ludwig Hell/Moritz West,Chris Alder/Ludwig Hell/Moritz West,Chris Alder/Ludwig Hell/Moritz West
BUDDY & MARY MCCLUSKEY/ERASMO CARLOS/ROBERTO CARLOS,BUDDY & MARY MCCLUSKEY/ERASMO CARLOS/ROBERTO CARLOS,BUDDY/MARY MCCLUSKEY/ERASMO CARLOS/ROBERTO CARLOS
Juan Mendívil,Juan Mendívil,Juan Mendívil
Neeraj Shridhar,,Neeraj Shridhar
Raúl Quintero/Eladio Flores Castro/Saúl Plata Madueño,Raúl Quintero/Eladio Flores Castro/Saúl Plata Madueño,Raúl Quintero/Eladio Flores Castro/Saúl Plata Madueño
Jon Asher/Michel Schulz/Melanie Fontana/Taylor Helgeson/Michel Lindgren Schulz,Jon Asher/Michel Schulz/Melanie Fontana/Taylor Helgeson/Michel Lindgren Schulz,Jon Asher/Michel Schulz/Melanie Fontana/Taylor Helgeson/Michel Lindgren Schulz
EDGAR BARRERA / CRISTIAN NODAL,EDGAR BARRERA/ CRISTIAN NODAL,EDGAR BARRERA/CRISTIAN NODAL
Moacyr Silva and Lourival Faissal,Moacyr Silva/Lourival Faissal,Moacyr Silva and Lourival Faissal
Grzegorz Ciechowski,,Grzegorz Ciechowski
"<Unknown>/Carter, Malcolm Davon",Carter/Malcolm/Davon,Carter/Malcolm Davon
Yanina Gisel Barra Urbina,Yanina Gisel Barra Urbina,Yanina Gisel Barra Urbina
Michael Penn,Michael Penn,Michael Penn
Khandad Khan & Azeem Khan,Khandad Khan/Azeem Khan,Khandad Khan/Azeem Khan
Siyabend El,Siyabend El,Siyabend El
Anupam Roy,Anupam Roy,Anupam Roy
Canardo,Canardo,Canardo
JOSHUA A,JOSHUA A,JOSHUA A
"Beau Holland, Angel Cabrera & Matvei Sikalov",Beau Holland/Angel Cabrera/Matvei Sikalov,Beau Holland/Angel Cabrera/Matvei Sikalov
"Loesoe,Trippie Redd",Loesoe/Trippie Redd,Loesoe/Trippie Redd
Josefina Tulcanazo,,Josefina Tulcanazo
Harold Faltermeyer,Harold Faltermeyer,Harold Faltermeyer
Shinichi Recordings,,Shinichi Recordings
Sandro Oliva/Francesca Contini,Sandro Oliva/Francesca Contini,Sandro Oliva/Francesca Contini
"December Bueno/Enrique Iglesias/Sony/ATV Music Publishing LLC, Kobalt Music Publishing Ltd.",December Bueno/Enrique Iglesias,December Bueno/Enrique Iglesias/Sony/ATV Music Publishing LLC/Kobalt Music Publishing Ltd.
Michael Praetorius/Traditional,Michael Praetorius,Michael Praetorius
R. Kerns & J. Sharteer,R. Kerns /J. Sharteer,R. Kerns/J. Sharteer
HoodRock J.D,HoodRock J.D,HoodRock J.D
CA WILLIAMS ANTONY JAMES/PA ADDISON GROOVE & BIM SANGA,WILLIAMS/ANTONY/JAMES/PA/ADDISON/GROOVE/&/BIM/SANGA,CA WILLIAMS ANTONY JAMES/PA ADDISON GROOVE/BIM SANGA
"Berro Medina, Iacopetti & Sarmiento",Berro Medina/Iacopetti/Sarmiento,Berro Medina/Iacopetti/Sarmiento
Carlos Torres Carpizo/Santiago Silva Peña/Humberto Rodríguez Terrazas,Carlos Torres Carpizo/Santiago Silva Peña/Humberto Rodríguez Terrazas,Carlos Torres Carpizo/Santiago Silva Peña/Humberto Rodríguez Terrazas
Kurdt York Vanderhoof/Mike Howe,Kurdt York Vanderhoof/Mike Howe,Kurdt York Vanderhoof/Mike Howe
Frank Klepacki,Frank Klepacki,Frank Klepacki
Dan Phillipson,Dan Phillipson,Dan Phillipson
Ricardo Montaner,Ricardo Montaner,Ricardo Montaner
Björn Ulvaeus/Benny Andersson/Agnetha Fältskog/Anni-Frid Lyngstad,Björn Ulvaeus/Benny Andersson/Agnetha Fältskog/Anni-Frid Lyngstad,Björn Ulvaeus/Benny Andersson/Agnetha Fältskog/Anni-Frid Lyngstad
Michael Nkomo,Michael Nkomo,Michael Nkomo
Roy Wood,Roy Wood,Roy Wood
"Domo Genesis,The Alchemist",Domo Genesis/The Alchemist,Domo Genesis/The Alchemist
Daniel Marquez/Enmanuel Andrade,Daniel Marquez/Enmanuel Andrade,Daniel Marquez/Enmanuel Andrade
Josh Monroy/Derek Carter,Josh Monroy/Derek Carter,Josh Monroy/Derek Carter
"<Unknown>/Avant, Christopher L",Avant/Christopher L,Avant/Christopher L
Nick Hexum/Chad Sexton/S.A. Martinez,Nick Hexum/Chad Sexton/S.A. Martinez,Nick Hexum/Chad Sexton/S.A. Martinez
ZHANG YING,ZHANG YING,ZHANG YING
Sparkmusic,Sparkmusic,Sparkmusic
Ray Evans/Jay Livingston/Goddard Lieberson,Ray Evans/Jay Livingston/Goddard Lieberson,Ray Evans/Jay Livingston/Goddard Lieberson
Hoshiko Yamane/Thorsten Quaeschning/Ulrich Schnauss,Hoshiko Yamane/Thorsten Quaeschning/Ulrich Schnauss,Hoshiko Yamane/Thorsten Quaeschning/Ulrich Schnauss
The Protomen,The Protomen,The Protomen
BRODERICK TROY WARNER (MR),,BRODERICK TROY WARNER
Henry Kwapis/James Stack/Devin Workman/Julian Cruz,Henry Kwapis/James Stack/Devin Workman/Julian Cruz,Henry Kwapis/James Stack/Devin Workman/Julian Cruz
"Yung Gleesh,Fredo Santana,Chief Keef",Yung Gleesh/Fredo Santana/Chief Keef,Yung Gleesh/Fredo Santana/Chief Keef
CA CHRISTOPHER DENNIS/CA HEEGER MISCHA D/PA MISCHA DANIELS & DENNIS CHRISTOPHER FEAT. DAI,,CA CHRISTOPHER DENNIS/CA HEEGER MISCHA D/PA MISCHA DANIELS/DENNIS CHRISTOPHER FEAT. DAI
Indiefy,,Indiefy
Herry Sutresna/Ridwan Gunawan/Fajar Nurmanto,Herry Sutresna/Ridwan Gunawan/Fajar Nurmanto,Herry Sutresna/Ridwan Gunawan/Fajar Nurmanto
Alejandro Sanz,Alejandro Sanz,Alejandro Sanz
"HAL DAVID,HENRY NICOLA MANCINI",HAL DAVID/HENRY NICOLA MANCINI,HAL DAVID/HENRY NICOLA MANCINI
Novica Zdravković,Novica Zdravković,Novica Zdravković
Lak Rein,Lak Rein,Lak Rein
Thomas Daniel Bellingham,Thomas Daniel Bellingham,Thomas Daniel Bellingham
Jaylin Javon Luckett,Jaylin Javon Luckett,Jaylin Javon Luckett
Nestor Santurio,Nestor Santurio,Nestor Santurio
Bill Danoff/BMG Ruby Songs|Resevoir Media Music,Bill Danoff,Bill Danoff/BMG Ruby Songs|Resevoir Media Music
伊福部昭,,
Johnny K/Dan Donegan/Mike Wengren/David Draiman/DISTURBED/Johnny Karkazis,Johnny K/Dan Donegan/Mike Wengren/David Draiman/DISTURBED/Johnny Karkazis,Johnny K/Dan Donegan/Mike Wengren/David Draiman/DISTURBED/Johnny Karkazis
Gilbert Stites III,Gilbert Stites,Gilbert Stites III
Hunter Flynn,Hunter Flynn,Hunter Flynn
Giselle,,Giselle
Ron Keith Gray & Ra'son Saron Lowery,Ron Keith Gray,Ron Keith Gray/Ra'son Saron Lowery
ABDISHAKUR BADMADOW,ABDISHAKUR BADMADOW,ABDISHAKUR BADMADOW
Tobu,Tobu,Tobu
Miretab Desta,Miretab Desta,Miretab Desta
Дмитрий Редько,,
Kanon Oguni,Kanon Oguni,Kanon Oguni
"Malique/D' Navigator/Malique, D'Navigator & Elvira",Malique/D'Navigator/Elvira,Malique/D' Navigator/Malique/D'Navigator/Elvira
Alejo Romero Chávez,,Alejo Romero Chávez
Alonza Bevan/Crispian Mills,Alonza Bevan/Crispian Mills,Alonza Bevan/Crispian Mills
Dahiana Rosenblatt/Sarah Portaluppi/Alex Hoyer,Dahiana Rosenblatt/Sarah Portaluppi/Alex Hoyer,Dahiana Rosenblatt/Sarah Portaluppi/Alex Hoyer
Larry June & Cardo,Larry June/Cardo,Larry June/Cardo
Kisnou,Kisnou,Kisnou
Notapol Srichomkwan/Pongchuk Pissathanporn,Notapol Srichomkwan/Pongchuk Pissathanporn,Notapol Srichomkwan/Pongchuk Pissathanporn
Kevin Nealon,Kevin Nealon,Kevin Nealon
Angjel Pro,Angjel Pro,Angjel Pro
Jacob Nygaard,Jacob Nygaard,Jacob Nygaard
"<Unknown>/Hinton, Arlandis",Hinton/Arlandis,Hinton/Arlandis
Zakir Khan Barelvi/Kishor Malhotra,Zakir Khan Barelvi/Kishor Malhotra,Zakir Khan Barelvi/Kishor Malhotra
solomon lange,solomon lange,solomon lange
Vaibhav Joshi/Rahul Deshpande/Jidnesh Vaze,Vaibhav Joshi/Rahul Deshpande/Jidnesh Vaze,Vaibhav Joshi/Rahul Deshpande/Jidnesh Vaze
Søren Kragh-Jakobsen,Søren Kragh-Jakobsen,Søren Kragh-Jakobsen
Jean-Benoît Dunckel/Nicolas Godin,Jean-Benoît Dunckel/Nicolas Godin,Jean-Benoît Dunckel/Nicolas Godin
Rjacks/Kaza/Masta,Rjacks/Kaza/Masta,Rjacks/Kaza/Masta
Ozo,,Ozo
Nikolaenko I.K./Toporkovskij A.R.,Nikolaenko I.K./Toporkovskij A.R.,Nikolaenko I.K./Toporkovskij A.R.
Max Reger,Max Reger,Max Reger
BUSTED ROSE,BUSTED ROSE,BUSTED ROSE
Narayan Dangal,Narayan Dangal,Narayan Dangal
Brian Lindgren,Brian Lindgren,Brian Lindgren
Lou Gramm & Mick Jones,Lou Gramm/Mick Jones,Lou Gramm/Mick Jones
H.Cochran/Copyright Control,H.Cochran,H.Cochran
Phil Mogg/Michael Willy Schenker,Phil Mogg/Michael Willy Schenker,Phil Mogg/Michael Willy Schenker
CA GREENWOOD JONATHAN EDWARD/CA O'CONNOR BENJAMIN THOMAS/PA OC & VERDE,GREENWOOD/JONATHAN/EDWARD/O'CONNOR/BENJAMIN/THOMAS/PA/OC/&/VERDE,CA GREENWOOD JONATHAN EDWARD/CA O'CONNOR BENJAMIN THOMAS/PA OC/VERDE
FARLEY MATTHEW JAMES (MR),FARLEY/MATTHEW/JAMES/(MR),FARLEY MATTHEW JAMES
Ewan Currie,Ewan Currie,Ewan Currie
Caleb Lee/Brennen Joy/Conner Broome,Caleb Lee/Brennen Joy/Conner Broome,Caleb Lee/Brennen Joy/Conner Broome
Konstantin Jakob Türnpu/Villem Grünthal-Ridala,,Konstantin Jakob Türnpu/Villem Grünthal-Ridala
Martin Nagorni/Johann Sebastian Bach,Martin Nagorni/Johann Sebastian Bach,Martin Nagorni/Johann Sebastian Bach
an t oje,an t oje,an t oje
Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José
Godlee Barnes,Godlee Barnes,Godlee Barnes
Stephen Jones,Stephen Jones,Stephen Jones
Johnny Blake/Adam Blake/Stuart Price,Johnny Blake/Adam Blake/Stuart Price,Johnny Blake/Adam Blake/Stuart Price
José Luz Alanís,José Luz Alanís,José Luz Alanís
Johann Domenicus Bass/Johann Martinus Bass/Johann Davidus Bass,,Johann Domenicus Bass/Johann Martinus Bass/Johann Davidus Bass
Зомб (Zomb),Zomb,
Juan Ignacio Guerrero Moreno/Acción Sánchez/Zatu,Juan Ignacio Guerrero Moreno/Acción Sánchez/Zatu,Juan Ignacio Guerrero Moreno/Acción Sánchez/Zatu
Trần Quang Lộc,,Trần Quang Lộc
Macabre Plaza,Macabre Plaza,Macabre Plaza
Ramiro Jorge,Ramiro Jorge,Ramiro Jorge
Marc Marzenit,Marc Marzenit,Marc Marzenit
Miguel Vinicio Almanzar Taveras,Miguel Vinicio Almanzar Taveras,Miguel Vinicio Almanzar Taveras
Арсен Ширинян,,
Kjetil Bjoereid Aaboe/Ketil K Endresen/Fredrik Vogsborg,Kjetil Bjoereid Aaboe/Ketil K Endresen/Fredrik Vogsborg,Kjetil Bjoereid Aaboe/Ketil K Endresen/Fredrik Vogsborg
aviand no ongaku,aviand no ongaku,aviand no ongaku
Dave Wallace/Brent Newitt/K. James,Dave Wallace/Brent Newitt/K. James,Dave Wallace/Brent Newitt/K. James
Maurice White/Philip Bailey/Charles Stepney/Daryl Kent Jones II/William Leonard Roberts II,Maurice White/Philip Bailey/Charles Stepney/Daryl Kent Jones II/William Leonard Roberts II,Maurice White/Philip Bailey/Charles Stepney/Daryl Kent Jones II/William Leonard Roberts II
Кулаков Александр Викторович & Федькушов Олег,,
Catrin Rhodes,Catrin Rhodes,Catrin Rhodes
Adilson Geovany Bandi Bulica,Adilson Geovany Bandi Bulica,Adilson Geovany Bandi Bulica
Norick,Norick,Norick
Adrian Lopez & Gabito Ballesteros,Adrian Lopez/Gabito Ballesteros,Adrian Lopez/Gabito Ballesteros
许一淳,,
Леонид Ильич Польванов,,
Isaac Villanueva Mendoza,Isaac Villanueva Mendoza,Isaac Villanueva Mendoza
Joseph Makola,Joseph Makola,Joseph Makola
Martin Landström/Mathilda Skonare Karlsson,Martin Landström/Mathilda Skonare Karlsson,Martin Landström/Mathilda Skonare Karlsson
Ivan Luzan,Ivan Luzan,Ivan Luzan
Nazril Irham,Nazril Irham,Nazril Irham
Dennis Bonam/White Mantis Publishing/Edition Lemongrass Records,Dennis Bonam,Dennis Bonam/White Mantis Publishing/Edition Lemongrass Records
Jacob Kim/Patrick Shim,Jacob Kim/Patrick Shim,Jacob Kim/Patrick Shim
PhonyPpl,PhonyPpl,PhonyPpl
Caleb/El Greco/Moncho Chavea/Päpä Manelo/Elías García Vargas/Luis Moreno Hernández/Ramón Velasco Jiménez,Caleb/El Greco/Moncho Chavea/Päpä Manelo/Elías García Vargas/Luis Moreno Hernández/Ramón Velasco Jiménez,Caleb/El Greco/Moncho Chavea/Päpä Manelo/Elías García Vargas/Luis Moreno Hernández/Ramón Velasco Jiménez
"Tom Brito, Jujuba Music & Cláudio Chaves",Tom Brito/Jujuba Music/Cláudio Chaves,Tom Brito/Jujuba Music/Cláudio Chaves
Hàn Châu,,Hàn Châu
Mc Kanhoto,Mc Kanhoto,Mc Kanhoto
Kazuya/浅田信一,Kazuya,Kazuya
Mukesh Sharma & Traditional,Mukesh Sharma,Mukesh Sharma
GREEN,GREEN,GREEN
Han Hong,Han Hong,Han Hong
"<Unknown>/Jackson, Shawn Westly",,Jackson/Shawn Westly
Edward Seago/Mike Leander/Irving Townsend,Edward Seago/Mike Leander/Irving Townsend,Edward Seago/Mike Leander/Irving Townsend
Wyatt Fuller/John O'Brien/Des Lawrence/Jacob Vanyo/Jake Berglove/Joe Villano,Wyatt Fuller/John O'Brien/Des Lawrence/Jacob Vanyo/Jake Berglove/Joe Villano,Wyatt Fuller/John O'Brien/Des Lawrence/Jacob Vanyo/Jake Berglove/Joe Villano
Rômulo Arquimedes Ferreira,Rômulo Arquimedes Ferreira,Rômulo Arquimedes Ferreira
"Піккардійська Терція, Traditional, Володимир Якимец & Народні",,
Ramón Cabrera,Ramón Cabrera,Ramón Cabrera
James Richard Steinman,James Richard Steinman,James Richard Steinman
Gavin Jones/Olof Lindskog/Gregory Curtis,Gavin Jones/Olof Lindskog/Gregory Curtis,Gavin Jones/Olof Lindskog/Gregory Curtis
Magnus Brochs,Magnus Brochs,Magnus Brochs
Michael Davidzon/Anthony Young,Michael Davidzon/Anthony Young,Michael Davidzon/Anthony Young
山川啓介/鈴木キサブロー,,
Danny Means/Nate Dogg,Danny Means/Nate Dogg,Danny Means/Nate Dogg
Umberto Giordano,Umberto Giordano,Umberto Giordano
Dinand Woesthoff,Dinand Woesthoff,Dinand Woesthoff
Cr3amK,Cr3amK,Cr3amK
Didier Barbelivien,,Didier Barbelivien
William Touré & Pablo Plaza,William Touré /Pablo Plaza,William Touré/Pablo Plaza
Guy Christ Israël,Guy Christ Israël,Guy Christ Israël
Manaka Suzuki/Hiroki Sagawa,Manaka Suzuki/Hiroki Sagawa,Manaka Suzuki/Hiroki Sagawa
LP,,LP
Antonio Vivaldi,,Antonio Vivaldi
"<Unknown>/Brydon, Alan",Brydon/Alan,Brydon/Alan
FORGOTTENAGE,FORGOTTENAGE,FORGOTTENAGE
John Butler,John Butler,John Butler
Robert Andrew Nelson Wear,,Robert Andrew Nelson Wear
"Lutricia McNeal/Robert ""Rob"" Wåtz/Rasmus ""Raz"" Lindvall","Lutricia McNeal/Robert ""Rob"" Wåtz/Rasmus ""Raz"" Lindvall","Lutricia McNeal/Robert ""Rob"" Wåtz/Rasmus ""Raz"" Lindvall"
L. Janklow,L. Janklow,L. Janklow
Michael Borwitzky/Ole Fries/Maze Exler/Markus Krieg,Michael Borwitzky/Ole Fries/Maze Exler/Markus Krieg,Michael Borwitzky/Ole Fries/Maze Exler/Markus Krieg
Kyshawn Brown/Thomas Horton/Aaron Tago,Kyshawn Brown/Thomas Horton/Aaron Tago,Kyshawn Brown/Thomas Horton/Aaron Tago
Vinh Sử/Hữu Minh,,Vinh Sử/Hữu Minh
Lucky 7 Music,,Lucky 7 Music
Robert Arnold & Clyde Williams,Robert Arnold/Clyde Williams,Robert Arnold/Clyde Williams
Scott Mehner/Julian Bunetta/John Ryan,Scott Mehner/Julian Bunetta/John Ryan,Scott Mehner/Julian Bunetta/John Ryan
Irving Fields,Irving Fields,Irving Fields
"Oscar Gabriel Belondi, Elizabeth Gisela Gonzalez & Alfredo David Medina",Oscar Gabriel Belondi/Elizabeth Gisela Gonzalez/Alfredo David Medina,Oscar Gabriel Belondi/Elizabeth Gisela Gonzalez/Alfredo David Medina
Devin Townsend,Devin Townsend,Devin Townsend
TMS Underscores,,TMS Underscores
Phú Quang,,Phú Quang
"Sean Miller, Craig McConnell, Joe Flores & William Holland",Sean Miller/Craig McConnell/Joe Flores/William Holland,Sean Miller/Craig McConnell/Joe Flores/William Holland
Harry Lightfoot,,Harry Lightfoot
Gauriprasanna Majumdar/Hridayanath Mangeshkar,,Gauriprasanna Majumdar/Hridayanath Mangeshkar
"<Unknown>/Oneal, Tupac",Oneal/Tupac,Oneal/Tupac
Alex Schiff,Alex Schiff,Alex Schiff
井上ヨシマサ/秋元康,,
